Title,Genres,Total Play Time,Rating,Storage Required,Release Year,Developer,Publisher,Price
Minecraft,"Strategy, First-person shooter",74.35,2.6,68.5,2022,Ubisoft,Capcom,56.72
The Elder Scrolls V: Skyrim,"Puzzle, Open World",329.9,5.5,82.5,2018,Bungie,Capcom,46.08
Left 4 Dead 2,"Adventure, Puzzle",510.82,2.1,86,2018,EA,Nintendo,29.25
Team Fortress 2,"Racing, Puzzle",132.14,7.5,94.4,2004,Bungie,Bethesda,11.95
Tom Clancy's Rainbow Six Siege,Strategy,969.04,8.8,65.9,2022,Bungie,Square Enix,59.56
BioShock Infinite,"Racing, First-person shooter",591.2,8.1,55.3,2005,Epic Games,Square Enix,58.53
Far Cry 5,"Sports, RPG, Open World",69.23,3.8,91.4,2012,BioWare,Sony,56.09
Assassin's Creed Odyssey,"Open World, Adventure",181.26,1.1,43.1,2009,Valve,Sega,54.84
Just Cause 4,Sports,42.85,5.9,58.6,2017,Rockstar Games,Microsoft,40.42
Metro Exodus,"Adventure, RPG, Racing",898.26,9.6,79.3,2000,EA,Bandai Namco,28.53
Destiny 2,"Open World, RPG",166.13,4.3,69.7,2001,Ubisoft,Activision,46.3
Resident Evil 2,Racing,531.05,7.4,71.4,2010,Ubisoft,Electronic Arts,30.26
Monster Hunter: World,"Open World, RPG",101.98,7,7.4,2014,Bungie,Microsoft,22.11
The Sims 4,"Puzzle, Racing, Adventure",540.9,5.4,50.5,2023,BioWare,Sega,2.59
Sid Meier's Civilization VI,"Adventure, RPG",778.56,4.2,84.7,2007,CD Projekt Red,Microsoft,27.49
The Legend of Zelda: Breath of the Wild,"Open World, Puzzle",825.45,6.2,46.4,2009,Epic Games,Activision,18.47
Super Mario Odyssey,Racing,127.97,3,3,2008,BioWare,Microsoft,31.95
God of War,"First-person shooter, Simulation, RPG",756.38,3.8,84.2,2009,Nintendo,Sega,5.27
Bloodborne,MMORPG,125.35,8.2,99.2,2013,Nintendo,Capcom,53.5
Horizon Zero Dawn,"Open World, First-person shooter, Sports",545.62,4.3,2.8,2004,Nintendo,Nintendo,55.37
Persona 5,"MMORPG, Open World",602.42,2.8,75.5,2009,Epic Games,Bandai Namco,30.11
Final Fantasy XV,"Adventure, RPG",505.55,3.3,19.2,2007,Nintendo,Activision,49.73
The Last of Us,Simulation,622.6,5.5,97.7,2003,EA,Bandai Namco,12.39
Death Stranding,Puzzle,505.35,8.5,81.4,2003,EA,Sony,13.96
Apex Legends,Racing,471.83,8.9,66,2002,EA,Microsoft,23.12
Dota Underlords,Strategy,952.82,8.1,6.7,2004,Valve,Electronic Arts,29.69
Counter-Strike: Global Offensive,RPG,626.02,3.1,91.7,2008,Epic Games,Microsoft,55.75
Grand Theft Auto V,"Puzzle, Racing",525.55,7.2,68.6,2009,Epic Games,Bandai Namco,10.55
PlayerUnknown's Battlegrounds,Adventure,979.32,8.7,16.8,2021,EA,Nintendo,28.3
Rocket League,Adventure,528.43,3.8,13.5,2022,Bungie,Microsoft,33.78
The Witcher 3: Wild Hunt,"Adventure, First-person shooter, Racing",585.16,7.8,34.8,2001,CD Projekt Red,Sony,36.04
Red Dead Redemption 2,"Racing, Sports, Adventure",109.84,6.2,90.8,2007,Valve,Sega,42.44
Cyberpunk 2077,Racing,131.42,7.5,53.5,2004,Nintendo,Sega,6.08
DOOM Eternal,Puzzle,752.81,5.1,97.6,2015,CD Projekt Red,Nintendo,43.21
Stardew Valley,First-person shooter,803.35,5.3,37.7,2002,EA,Sega,43.78
Terraria,"Open World, Racing",103.62,6.5,81.7,2002,Bethesda,Activision,24.6
Dark Souls III,"MMORPG, RPG",783.56,1.5,2.8,2010,Valve,Sony,18.96
Hades,Puzzle,214.51,9.1,33.3,2020,Bungie,Activision,18.46
Half-Life: Alyx,"Adventure, Open World, Puzzle",783.21,2.2,45.4,2020,CD Projekt Red,Microsoft,6.89
Valheim,RPG,77.55,6.2,37.9,2021,Epic Games,Bethesda,21.87
Among Us,"Simulation, MMORPG, Racing",494.63,1.6,9.9,2010,Epic Games,Activision,4.93
Rust,"Puzzle, MMORPG",130.41,3.5,70.1,2017,Rockstar Games,Bethesda,6.83
ARK: Survival Evolved,Adventure,270.68,7.7,98.4,2009,Nintendo,Bandai Namco,34.54
Fallout 4,"RPG, First-person shooter",612.4,9.3,78.1,2016,Bungie,Sega,6.05
Sekiro: Shadows Die Twice,Simulation,621.51,1.8,15,2019,BioWare,Square Enix,57.8
Hollow Knight,RPG,881.28,2.6,42.5,2011,Ubisoft,Sony,18.24
Slay the Spire,Simulation,687.8,7,36,2018,Ubisoft,Nintendo,8.4
Portal 2,"Strategy, MMORPG, Open World",703.71,2.2,42.6,2003,CD Projekt Red,Sega,15.27
Subnautica,"MMORPG, Adventure",864.72,5.9,37.3,2023,Nintendo,Activision,6.9
Borderlands 3,"Puzzle, Racing",336.22,8.7,14.4,2016,Rockstar Games,Square Enix,49.73
Overwatch,Sports,686.48,6.9,63.1,2003,BioWare,Nintendo,33.25
Fortnite,"RPG, Open World, Adventure",27,4.7,74,2014,CD Projekt Red,Square Enix,22.56
Minecraft,Racing,396.51,8.3,53.3,2019,Ubisoft,Microsoft,23.44
The Elder Scrolls V: Skyrim,First-person shooter,814.5,7.2,18.2,2009,Nintendo,Capcom,2.48
Left 4 Dead 2,Simulation,161.32,5.2,86.4,2019,EA,Microsoft,57.01
Team Fortress 2,Open World,384.97,4.5,35.5,2002,Bungie,Capcom,6.18
Tom Clancy's Rainbow Six Siege,Adventure,593.21,8,84.9,2010,Ubisoft,Nintendo,32.42
BioShock Infinite,"Adventure, MMORPG",554.8,4.3,45.3,2001,Nintendo,Sega,29.13
Far Cry 5,"Adventure, First-person shooter, Racing",944.03,3.4,75.1,2018,Rockstar Games,Activision,23.65
Assassin's Creed Odyssey,MMORPG,7.86,6,76.5,2009,Ubisoft,Activision,13.75
Just Cause 4,"MMORPG, Adventure",584.59,2.7,78.8,2009,Rockstar Games,Electronic Arts,11.77
Metro Exodus,"Sports, RPG, Adventure",800.59,8.6,1.9,2014,Nintendo,Activision,20.37
Destiny 2,MMORPG,515.05,5.4,58.6,2003,Valve,Bethesda,20.96
Resident Evil 2,"Simulation, Open World",650.95,9.3,69.6,2004,Valve,Bandai Namco,1.34
Monster Hunter: World,"RPG, Strategy",916.41,2.8,59.2,2012,BioWare,Bethesda,3.91
The Sims 4,"Adventure, RPG",547.83,2,79.7,2015,EA,Sony,26.11
Sid Meier's Civilization VI,Open World,341.19,7.8,61.6,2013,EA,Electronic Arts,6.77
The Legend of Zelda: Breath of the Wild,"First-person shooter, Racing",599.41,4.2,62.7,2010,CD Projekt Red,Activision,13.89
Super Mario Odyssey,"Adventure, RPG, Simulation",565.89,9.1,18.3,2023,Ubisoft,Electronic Arts,18.28
God of War,"Simulation, First-person shooter",809.95,4.9,36,2004,Bungie,Square Enix,6.12
Bloodborne,"Simulation, Puzzle, MMORPG",849.76,5.5,12.5,2004,Valve,Electronic Arts,46.66
Horizon Zero Dawn,Racing,640.78,6.2,76.5,2006,Ubisoft,Nintendo,23.99
Persona 5,First-person shooter,751.76,4.5,77.7,2004,Bethesda,Electronic Arts,16.53
Final Fantasy XV,Strategy,162.6,3,42.5,2014,Valve,Bethesda,42.59
The Last of Us,"Sports, Puzzle",391.43,5.7,64.7,2020,Nintendo,Nintendo,58.94
Death Stranding,Puzzle,356.4,7.6,65.3,2020,Ubisoft,Nintendo,19.68
Apex Legends,"MMORPG, Puzzle",549.42,4.9,23,2013,Valve,Microsoft,38.44
Dota Underlords,"MMORPG, Sports",171.75,8.2,22.9,2022,Bungie,Square Enix,33.41
Counter-Strike: Global Offensive,"Racing, Open World",689.1,8.5,90.9,2002,Valve,Sega,10.66
Grand Theft Auto V,"Open World, Racing, Adventure",804.08,2.2,73,2005,Bungie,Sega,7.07
PlayerUnknown's Battlegrounds,Puzzle,293.88,1.2,50.3,2017,Epic Games,Sony,4.4
Rocket League,"Simulation, Strategy",331.28,6.6,80,2023,Epic Games,Bethesda,1.99
The Witcher 3: Wild Hunt,"Strategy, Open World, Adventure",690.96,8.3,9,2012,Bungie,Microsoft,16.43
Red Dead Redemption 2,"Racing, Open World, First-person shooter",715.77,6.9,8.2,2020,Epic Games,Sony,54.88
Cyberpunk 2077,"Simulation, RPG, Puzzle",290.46,8.2,61.4,2008,Rockstar Games,Bethesda,42.87
DOOM Eternal,Adventure,995.73,9.1,29.8,2002,Epic Games,Square Enix,8.6
Stardew Valley,"Sports, First-person shooter, Adventure",889.13,8.7,64.6,2021,CD Projekt Red,Square Enix,24.3
Terraria,"Simulation, Strategy",542.98,6,26.7,2009,EA,Sony,29.03
Dark Souls III,"Puzzle, MMORPG",612.22,8.7,56.3,2002,Ubisoft,Nintendo,1.3
Hades,"Adventure, MMORPG, Sports",154.04,2.9,70.7,2011,EA,Sony,44
Half-Life: Alyx,"Simulation, Open World, Strategy",444.97,8.2,63.8,2014,Valve,Square Enix,44.82
Valheim,"Open World, Adventure",546.36,6.7,61.8,2002,Ubisoft,Microsoft,46.84
Among Us,Open World,768.42,3,7.7,2013,Nintendo,Square Enix,55.11
Rust,"RPG, Racing",661.04,1.6,58.7,2020,EA,Square Enix,15.13
ARK: Survival Evolved,"Strategy, RPG, Puzzle",487.81,2,22.7,2022,Rockstar Games,Square Enix,49.79
Fallout 4,"Puzzle, Adventure, RPG",521.32,4.8,14,2013,EA,Electronic Arts,23.19
Sekiro: Shadows Die Twice,"Racing, RPG, Strategy",777.06,4.8,55.6,2017,Ubisoft,Square Enix,40.89
Hollow Knight,"Strategy, First-person shooter, Sports",680.19,7.9,50,2009,Ubisoft,Sega,19.35
Slay the Spire,First-person shooter,846.09,2.4,6.4,2003,Bethesda,Microsoft,45.24
Portal 2,"Strategy, Adventure, Simulation",955.75,5.6,36.7,2006,EA,Activision,26.63
Subnautica,"MMORPG, First-person shooter, RPG",814.82,2.2,3.9,2016,Bungie,Sega,31.84
Borderlands 3,"Simulation, Puzzle, Adventure",617.47,5,63.2,2004,Rockstar Games,Bandai Namco,40.42
Overwatch,"RPG, Sports, Puzzle",35.12,3.9,90,2018,Valve,Bandai Namco,20.76
Fortnite,"Sports, Adventure, Open World",446.7,2.9,99.7,2016,Ubisoft,Electronic Arts,57.76
Minecraft,"MMORPG, First-person shooter, Racing",872.89,9.7,91,2006,Bethesda,Bethesda,45.31
The Elder Scrolls V: Skyrim,"MMORPG, Simulation, Open World",494.2,1.5,39.2,2011,Valve,Electronic Arts,14.53
Left 4 Dead 2,"Strategy, Open World",522.11,2.8,93.5,2018,CD Projekt Red,Sony,57.25
Team Fortress 2,Open World,40.3,2.4,9.2,2013,BioWare,Nintendo,42.12
Tom Clancy's Rainbow Six Siege,Strategy,927.03,2.9,98.2,2006,Valve,Bandai Namco,7.2
BioShock Infinite,"Sports, RPG, Puzzle",160.72,6.8,65.3,2017,CD Projekt Red,Bethesda,59.86
Far Cry 5,Puzzle,173.03,7.1,77,2003,Nintendo,Bethesda,42.28
Assassin's Creed Odyssey,"RPG, Strategy, Adventure",783.66,4.8,56.1,2002,Epic Games,Capcom,54
Just Cause 4,"Racing, Open World",18.54,6.6,12.1,2019,BioWare,Activision,39.59
Metro Exodus,RPG,908.61,2.4,21.5,2017,CD Projekt Red,Square Enix,5.01
Destiny 2,"First-person shooter, RPG, Open World",256.62,4.6,54.8,2005,Valve,Sega,42.63
Resident Evil 2,"Puzzle, First-person shooter, Adventure",645.37,9,42.2,2012,Bethesda,Sony,40.88
Monster Hunter: World,"RPG, Open World",370.43,7.4,60,2011,EA,Nintendo,5.28
The Sims 4,"Simulation, Strategy, Open World",579.07,3.4,34.9,2005,Bethesda,Electronic Arts,10.44
Sid Meier's Civilization VI,Open World,436.4,5.8,19,2016,EA,Sega,46.66
The Legend of Zelda: Breath of the Wild,Simulation,317.25,1.5,52,2010,EA,Nintendo,10.47
Super Mario Odyssey,"MMORPG, Open World",438.52,2,78.6,2014,EA,Microsoft,46.34
God of War,Strategy,334.07,10,47.9,2001,EA,Bandai Namco,11.91
Bloodborne,Sports,572.65,1.7,85.9,2000,Valve,Sega,30.84
Horizon Zero Dawn,Open World,487.99,4.5,28.8,2009,Ubisoft,Square Enix,6.76
Persona 5,"MMORPG, Racing, Puzzle",377.29,7.2,85.2,2022,EA,Activision,53.08
Final Fantasy XV,Strategy,585.19,7.5,62.2,2017,Bungie,Bandai Namco,20.01
The Last of Us,"RPG, MMORPG",830.7,4.9,4.1,2014,BioWare,Nintendo,28.56
Death Stranding,First-person shooter,751.93,1.2,66,2017,Bungie,Microsoft,41.98
Apex Legends,"MMORPG, Open World",444.44,6.8,78.1,2012,Bethesda,Capcom,31.45
Dota Underlords,"RPG, Sports",775.32,8.4,95.1,2018,Bungie,Bandai Namco,50.58
Counter-Strike: Global Offensive,"Sports, Open World",349.31,1.4,92,2021,Nintendo,Square Enix,6.37
Grand Theft Auto V,"Adventure, Open World",332.64,4.6,50.1,2000,Ubisoft,Bandai Namco,35.37
PlayerUnknown's Battlegrounds,"Sports, Adventure",785.72,7.2,41.1,2002,Ubisoft,Bandai Namco,3.82
Rocket League,Puzzle,24.51,8.6,63.5,2020,Bethesda,Sony,1.11
The Witcher 3: Wild Hunt,Adventure,649.81,8.9,43,2013,BioWare,Nintendo,8.19
Red Dead Redemption 2,"Open World, Racing",388.98,5.4,7,2012,Rockstar Games,Capcom,30.37
Cyberpunk 2077,Open World,15.53,9,32.1,2014,Nintendo,Nintendo,8.13
DOOM Eternal,"Puzzle, First-person shooter, MMORPG",422.96,5.6,92.7,2016,BioWare,Nintendo,6.3
Stardew Valley,"Strategy, First-person shooter, Simulation",975.58,8.6,47.5,2010,Bungie,Sega,52.25
Terraria,Strategy,534.03,5.1,74.7,2007,EA,Sony,53.81
Dark Souls III,"Strategy, Open World, Adventure",882.42,6,25.6,2014,EA,Sega,33.54
Hades,"Strategy, RPG",881.88,6.7,3.1,2003,EA,Activision,42.16
Half-Life: Alyx,MMORPG,780.07,1.2,76.7,2008,CD Projekt Red,Activision,49.15
Valheim,First-person shooter,966.57,9.8,19.3,2008,Bungie,Microsoft,30.72
Among Us,"First-person shooter, Open World, Puzzle",841.73,4.8,33.7,2007,Ubisoft,Electronic Arts,45.18
Rust,Racing,748.73,4.2,67.4,2018,EA,Activision,28.33
ARK: Survival Evolved,First-person shooter,978.45,1.8,20.4,2010,Valve,Bethesda,20.64
Fallout 4,"First-person shooter, Strategy, Adventure",810.2,8.3,7.8,2019,EA,Square Enix,13.06
Sekiro: Shadows Die Twice,"RPG, Simulation",920.88,1.3,41.3,2003,Epic Games,Bandai Namco,48.62
Hollow Knight,"Racing, Simulation, Strategy",77.87,7.4,95.5,2019,BioWare,Capcom,24.82
Slay the Spire,RPG,583.02,6.6,67.5,2010,CD Projekt Red,Square Enix,31.96
Portal 2,"Strategy, Simulation, Open World",470.65,2.2,5.1,2003,Bethesda,Microsoft,4
Subnautica,RPG,264.79,5.7,80.6,2008,Bethesda,Electronic Arts,36.15
Borderlands 3,Simulation,966.88,1.8,93.6,2015,Valve,Sony,11.54
Overwatch,Open World,18.64,1.1,43.8,2012,Nintendo,Electronic Arts,6.97
Fortnite,"Adventure, Racing",85.79,1.7,92.9,2004,Ubisoft,Microsoft,28.41
Minecraft,"Sports, First-person shooter, Strategy",209.11,1.9,54.5,2019,Nintendo,Activision,57.77
The Elder Scrolls V: Skyrim,"Simulation, Sports",304.44,9.8,73.6,2010,Valve,Electronic Arts,11.99
Left 4 Dead 2,Open World,383.65,1.9,65.2,2004,Bungie,Bethesda,3.02
Team Fortress 2,"Strategy, Open World",105.22,5.6,63.8,2021,Rockstar Games,Activision,26.29
Tom Clancy's Rainbow Six Siege,"Puzzle, MMORPG",838.4,1.4,68,2011,Rockstar Games,Bethesda,30.92
BioShock Infinite,"MMORPG, Sports",878.64,6.6,98.4,2000,Ubisoft,Bandai Namco,16.24
Far Cry 5,"First-person shooter, Sports",463.23,7.2,32.7,2005,Bethesda,Activision,29.86
Assassin's Creed Odyssey,"Racing, Strategy",613.25,8.5,7,2010,BioWare,Capcom,41.46
Just Cause 4,Adventure,416.73,5.3,62.8,2003,CD Projekt Red,Activision,33.18
Metro Exodus,"Simulation, Adventure",617.38,8.8,43,2014,Rockstar Games,Square Enix,24.82
Destiny 2,"Adventure, First-person shooter",535.74,6.2,20.7,2021,Rockstar Games,Square Enix,7.93
Resident Evil 2,"Racing, RPG",509,6.8,17.2,2008,Nintendo,Activision,53.59
Monster Hunter: World,"Open World, Strategy",351.34,9.7,1.9,2002,CD Projekt Red,Bandai Namco,25.7
The Sims 4,"MMORPG, RPG",828.45,5,94.2,2000,Nintendo,Square Enix,20.2
Sid Meier's Civilization VI,"Puzzle, Strategy, RPG",515.25,1.2,72.2,2003,Valve,Square Enix,8.29
The Legend of Zelda: Breath of the Wild,Strategy,585.06,8.1,73.6,2019,Bethesda,Capcom,21.23
Super Mario Odyssey,"MMORPG, RPG, First-person shooter",776.94,8.6,35.7,2009,EA,Square Enix,2.17
God of War,"MMORPG, Simulation, Strategy",171.73,8.9,7.9,2018,Bungie,Nintendo,55.65
Bloodborne,Puzzle,26.69,1.6,31.2,2023,Bethesda,Activision,34.89
Horizon Zero Dawn,"Puzzle, First-person shooter, Sports",271.29,3.7,5.9,2004,Epic Games,Microsoft,24.03
Persona 5,First-person shooter,140.5,6.4,58.3,2011,CD Projekt Red,Square Enix,43.19
Final Fantasy XV,"Simulation, First-person shooter",262.03,3.4,41.7,2014,Bethesda,Square Enix,48.22
The Last of Us,Strategy,900.64,3.6,14.2,2010,Bungie,Bandai Namco,51.82
Death Stranding,"Racing, Strategy, RPG",289.12,7,79.8,2001,Epic Games,Sony,30.67
Apex Legends,RPG,38.74,7.8,73.3,2008,Rockstar Games,Sega,49.77
Dota Underlords,RPG,429.94,2.8,78.2,2022,Ubisoft,Capcom,49.78
Counter-Strike: Global Offensive,RPG,96.49,4.5,20.5,2021,Bungie,Sony,50.72
Grand Theft Auto V,"Strategy, Adventure, Simulation",383.9,9.7,3.9,2012,Valve,Nintendo,14.49
PlayerUnknown's Battlegrounds,Puzzle,234.74,1.1,7.8,2005,BioWare,Electronic Arts,54.94
Rocket League,"Racing, Sports, Strategy",114.55,7.7,27.6,2000,Valve,Electronic Arts,35.46
The Witcher 3: Wild Hunt,"MMORPG, Simulation",55.18,7,78.2,2012,EA,Microsoft,14.27
Red Dead Redemption 2,"MMORPG, Strategy, Racing",458.92,5.9,54.9,2006,Rockstar Games,Sega,39.66
Cyberpunk 2077,Open World,341.06,9.8,54.2,2022,Valve,Microsoft,41.73
DOOM Eternal,Racing,352.63,2,69.8,2001,CD Projekt Red,Sega,26.01
Stardew Valley,Puzzle,620.18,3.8,6,2001,Bungie,Electronic Arts,32.95
Terraria,Adventure,35.27,3,72.8,2007,Ubisoft,Capcom,6.27
Dark Souls III,"First-person shooter, Strategy",331.42,2.5,54.3,2009,EA,Sony,29.54
Hades,"Racing, Sports",622.22,8,33.2,2004,Bungie,Sony,52.82
Half-Life: Alyx,"Adventure, Puzzle, RPG",588.64,1.3,44.1,2022,Rockstar Games,Bandai Namco,20.37
Valheim,RPG,30.74,7.9,35.5,2021,Bethesda,Sega,14.79
Among Us,Strategy,840.27,9.2,93.8,2007,Epic Games,Bethesda,26.34
Rust,First-person shooter,352.06,7.9,84.2,2010,BioWare,Electronic Arts,58.25
ARK: Survival Evolved,"Puzzle, First-person shooter",220.08,8,55.5,2002,CD Projekt Red,Sega,42.45
Fallout 4,"Sports, First-person shooter, MMORPG",671.83,8.3,77.2,2005,BioWare,Sega,42.97
Sekiro: Shadows Die Twice,Sports,461.27,7.6,23.1,2023,BioWare,Sega,50.7
Hollow Knight,Simulation,673.46,3.4,22.7,2013,Valve,Sony,11.12
Slay the Spire,"Open World, First-person shooter, Adventure",259.02,1.1,19.5,2009,Ubisoft,Microsoft,32.33
Portal 2,"Adventure, MMORPG",188.81,1,98.7,2010,BioWare,Bethesda,56.65
Subnautica,"Open World, Racing",633.02,6.4,62.9,2014,Valve,Square Enix,1.23
Borderlands 3,Racing,83.53,3.1,76,2019,Ubisoft,Nintendo,43.44
Overwatch,"Puzzle, Simulation, MMORPG",753.07,3.2,55.4,2002,Epic Games,Sega,19.4
Fortnite,"MMORPG, Strategy",736,6.6,72.3,2021,Valve,Activision,6.93
Minecraft,"RPG, Puzzle, Open World",490.89,3.9,5.3,2015,EA,Microsoft,37.3
The Elder Scrolls V: Skyrim,"Adventure, Simulation",273.31,8.5,7.6,2003,BioWare,Capcom,35.9
Left 4 Dead 2,"RPG, Adventure",997.9,2.3,90.2,2016,BioWare,Sega,37.41
Team Fortress 2,"RPG, MMORPG, Puzzle",468.28,9.2,61.2,2023,Bungie,Electronic Arts,39.72
Tom Clancy's Rainbow Six Siege,"First-person shooter, RPG",256.69,4.2,14.4,2013,Rockstar Games,Microsoft,37.96
BioShock Infinite,Puzzle,787.48,2,10.3,2015,BioWare,Microsoft,8
Far Cry 5,"Strategy, First-person shooter, Adventure",25.24,7.7,68.2,2020,BioWare,Square Enix,24.56
Assassin's Creed Odyssey,MMORPG,448.09,8.5,41.3,2017,Epic Games,Square Enix,44.55
Just Cause 4,Adventure,656.01,8.8,45.7,2012,Ubisoft,Activision,35.8
Metro Exodus,"Adventure, Open World",643.16,8.6,96.5,2000,EA,Square Enix,42
Destiny 2,"MMORPG, Adventure, Simulation",875.9,9.2,32.9,2018,Rockstar Games,Sony,3.25
Resident Evil 2,RPG,520.82,4.1,42.7,2003,Ubisoft,Bethesda,51.72
Monster Hunter: World,"Simulation, Puzzle",46.9,8.8,67.9,2017,Nintendo,Electronic Arts,31.13
The Sims 4,"Sports, Racing",664.22,8.9,80.9,2019,Ubisoft,Microsoft,8.46
Sid Meier's Civilization VI,RPG,403.55,5.6,90.2,2010,Bethesda,Microsoft,20.94
The Legend of Zelda: Breath of the Wild,"Puzzle, RPG, Simulation",749.92,9.9,29.6,2001,Epic Games,Nintendo,46.35
Super Mario Odyssey,Adventure,215.86,6.6,92.8,2004,Nintendo,Electronic Arts,35.03
God of War,"Open World, Strategy",59.72,4.1,80.1,2014,Valve,Capcom,59.74
Bloodborne,"Adventure, First-person shooter",73.02,5.1,22.1,2019,EA,Bethesda,33.97
Horizon Zero Dawn,"RPG, Strategy",970.59,9.3,4.8,2013,Rockstar Games,Bandai Namco,10.91
Persona 5,Open World,699.46,9.1,7.5,2003,Ubisoft,Electronic Arts,22.93
Final Fantasy XV,"Open World, MMORPG",618.09,8.2,29.5,2022,Bethesda,Square Enix,7.75
The Last of Us,"Adventure, Simulation",444.35,3.1,60.5,2005,Bungie,Bandai Namco,18.8
Death Stranding,"Racing, MMORPG, Simulation",655.16,1.7,95.3,2007,EA,Electronic Arts,16.61
Apex Legends,Sports,823.12,5.4,3.8,2011,CD Projekt Red,Electronic Arts,23.08
Dota Underlords,"Puzzle, Strategy, Adventure",232.19,4.8,14.5,2006,Rockstar Games,Microsoft,47.46
Counter-Strike: Global Offensive,"Adventure, Simulation",150.91,8.6,58.9,2022,Ubisoft,Sega,19.8
Grand Theft Auto V,"Sports, MMORPG, Strategy",945.58,3.5,93.4,2009,Valve,Capcom,22.1
PlayerUnknown's Battlegrounds,"RPG, Sports, Strategy",684.64,2.6,18.5,2005,Nintendo,Electronic Arts,38.35
Rocket League,"First-person shooter, Adventure, MMORPG",523.66,8.5,36.8,2018,Nintendo,Capcom,9.19
The Witcher 3: Wild Hunt,"RPG, Simulation",100.12,4.3,28.8,2014,Rockstar Games,Bandai Namco,41.15
Red Dead Redemption 2,RPG,279.78,4.8,28.6,2021,Ubisoft,Square Enix,44.44
Cyberpunk 2077,Sports,31.69,6,9.6,2021,Rockstar Games,Bethesda,49.49
DOOM Eternal,"Open World, Puzzle, Sports",191.99,9.9,39.5,2000,Bethesda,Bethesda,57.61
Stardew Valley,"Simulation, MMORPG",861.15,2.4,9.8,2002,BioWare,Electronic Arts,43.48
Terraria,"Simulation, Racing, MMORPG",410.06,4.6,99.3,2000,Bethesda,Activision,58.57
Dark Souls III,"Racing, Adventure, RPG",167.15,9.1,99.4,2012,Rockstar Games,Bandai Namco,2.13
Hades,"Puzzle, Racing, RPG",432.91,5.4,91.8,2010,Bungie,Capcom,22.75
Half-Life: Alyx,"Open World, RPG, MMORPG",78.24,9.3,50.9,2010,Bethesda,Square Enix,59.43
Valheim,MMORPG,447.58,9.6,10.6,2020,Rockstar Games,Bethesda,16.15
Among Us,Sports,317.51,7,35.3,2012,Valve,Square Enix,14.1
Rust,"First-person shooter, Adventure",79.84,3.9,50.7,2010,Bethesda,Nintendo,19.38
ARK: Survival Evolved,Racing,475.78,2.5,60,2010,EA,Microsoft,16.76
Fallout 4,First-person shooter,646.37,2.3,25.6,2020,CD Projekt Red,Capcom,16.85
Sekiro: Shadows Die Twice,"RPG, Open World, Simulation",160.83,6.8,46.2,2019,Nintendo,Nintendo,18.15
Hollow Knight,"Adventure, Sports, MMORPG",372.4,1.5,93.7,2017,Nintendo,Capcom,56.31
Slay the Spire,"MMORPG, Racing",828.17,3.7,45.4,2009,Bethesda,Nintendo,16.61
Portal 2,"RPG, Open World",886.32,6.1,49.7,2016,Ubisoft,Nintendo,31.05
Subnautica,"Strategy, Adventure, Simulation",779.61,7.2,86,2004,Epic Games,Square Enix,5.34
Borderlands 3,"Adventure, Open World",548.66,2.8,3,2014,Nintendo,Nintendo,26.36
Overwatch,"RPG, Open World",393.7,4.3,80.1,2004,Epic Games,Sony,29.28
Fortnite,"Open World, Sports, First-person shooter",99.71,6.9,8.9,2006,Rockstar Games,Sony,52.4
Minecraft,Strategy,45.07,2,35.6,2009,CD Projekt Red,Activision,33.37
The Elder Scrolls V: Skyrim,Open World,881.09,5.1,17.4,2001,Bungie,Square Enix,43.37
Left 4 Dead 2,"Sports, MMORPG",580.76,3.1,91.9,2014,Nintendo,Sony,53.5
Team Fortress 2,Open World,340.46,4.5,96.8,2004,Nintendo,Capcom,47.48
Tom Clancy's Rainbow Six Siege,"First-person shooter, MMORPG",791.81,8.2,24.7,2001,Epic Games,Nintendo,13.87
BioShock Infinite,"Simulation, RPG, Racing",712.52,8.3,19.7,2009,Epic Games,Nintendo,27.14
Far Cry 5,RPG,113.77,4.2,18.6,2015,Bethesda,Sony,52.43
Assassin's Creed Odyssey,First-person shooter,903.38,2.9,61.8,2004,Bungie,Microsoft,40.77
Just Cause 4,"Open World, RPG",292.55,3.9,38.7,2017,Epic Games,Sony,10.63
Metro Exodus,RPG,237.89,1.7,67.6,2013,Valve,Bandai Namco,42.8
Destiny 2,Open World,574.92,9.9,99.4,2018,Bungie,Nintendo,8.28
Resident Evil 2,Racing,313.7,2.4,89.2,2008,CD Projekt Red,Electronic Arts,45.2
Monster Hunter: World,"First-person shooter, Open World, Sports",41.99,1.8,95.2,2022,EA,Microsoft,36.2
The Sims 4,"Strategy, RPG",950.59,5.8,97.6,2010,CD Projekt Red,Sega,10.22
Sid Meier's Civilization VI,"Simulation, First-person shooter, Racing",213.75,9.5,75.5,2008,EA,Square Enix,15.43
The Legend of Zelda: Breath of the Wild,"Racing, Puzzle, MMORPG",983.2,1.6,89.3,2021,Ubisoft,Activision,57.91
Super Mario Odyssey,"Sports, Strategy, Puzzle",749.58,3.6,42.9,2017,Epic Games,Electronic Arts,11.56
God of War,Racing,371.34,5.6,44.6,2004,Bungie,Activision,36.29
Bloodborne,Racing,370.43,6,42.9,2010,Ubisoft,Microsoft,42.46
Horizon Zero Dawn,"Simulation, Sports",33.7,8.3,91.2,2010,Epic Games,Bethesda,2.31
Persona 5,"Racing, MMORPG, RPG",443.11,8.6,43.9,2001,Nintendo,Square Enix,37.46
Final Fantasy XV,Puzzle,964.11,4.6,37,2004,Epic Games,Activision,55.23
